node	function
murR	3,3.1,3.1.2
mutH	2,2.1,2.1.4
mutL	2,2.1,2.1.4
mutM	2,2.1,2.1.4
mutS	2,2.1,2.1.4
mutT	1,1.7,1.7.15
mutY	2,2.1,2.1.4
mzrA	3,3.1,3.1.3
nac	1,1.8,1.8.3
nac	2,2.2,2.2.2
nac	3,3.1,3.1.2,3.1.2.2
nac	3,3.1,3.1.2,3.1.2.3
nac	3,3.3,3.3.1
nadA	1,1.5,1.5.3,1.5.3.7
nadB	1,1.5,1.5.3,1.5.3.7
nadC	1,1.5,1.5.3,1.5.3.7
nadD	1,1.5,1.5.3,1.5.3.7
nadE	1,1.5,1.5.3,1.5.3.7
nadK	1,1.5,1.5.3,1.5.3.7
nadR	1,1.5,1.5.3,1.5.3.7
nadR	2,2.2,2.2.2
nadR	3,3.1,3.1.2,3.1.2.3
nadR	3,3.1,3.1.4
nadR	3,3.3,3.3.1
nagA	1,1.7,1.7.12
nagB	1,1.7,1.7.12
nagC	1,1.7,1.7.12
nagC	2,2.2,2.2.2
nagC	3,3.1,3.1.2,3.1.2.2
nagC	3,3.1,3.1.2,3.1.2.3
nagC	3,3.1,3.1.3,3.1.3.1
nagC	3,3.3,3.3.1
nagE	1,1.1,1.1.4
nagE	1,1.7,1.7.12
nagE	4,4.4,4.4.A
nagE	6,6.1
nagK	1,1.7,1.7.34
nagZ	1,1.7,1.7.34
nanA	1,1.7,1.7.12
nanC	4,4.1
nanE	1,1.7,1.7.12
nanK	1,1.7,1.7.12
nanM	1,1.1,1.1.1
nanR	2,2.2,2.2.2
nanR	3,3.1,3.1.2,3.1.2.3
nanR	3,3.3,3.3.1
nanS	1,1.1,1.1.1
nanT	1,1.7,1.7.12
nanT	4,4.2,4.2.A
nanT	6,6.1
napA	1,1.3,1.3.7
napA	1,1.4,1.4.2
napB	1,1.3,1.3.7
napB	1,1.4,1.4.2
napB	1,1.6,1.6.15,1.6.15.1
napC	1,1.3,1.3.7
napC	1,1.4,1.4.2
napC	1,1.6,1.6.15,1.6.15.1
napD	2,2.3,2.3.4
napD	2,2.3,2.3.5
napF	1,1.3,1.3.7
napG	1,1.3,1.3.7
napG	1,1.4,1.4.3
napH	1,1.3,1.3.7
napH	1,1.4,1.4.3
narG	1,1.3,1.3.7
narG	1,1.4,1.4.2
narH	1,1.3,1.3.7
narH	1,1.4,1.4.2
narI	1,1.3,1.3.7
narI	1,1.4,1.4.2
narI	1,1.6,1.6.15,1.6.15.1
narI	6,6.1
narJ	1,1.3,1.3.7
narJ	2,2.3,2.3.4
narK	1,1.8,1.8.3
narK	4,4.2,4.2.A
narK	6,6.1
narL	1,1.3,1.3.7
narL	2,2.2,2.2.2
narL	3,3.1,3.1.2,3.1.2.2
narL	3,3.1,3.1.2,3.1.2.3
narL	3,3.1,3.1.2,3.1.2.4,3.1.2.4.3
narL	3,3.3,3.3.1
narP	1,1.3,1.3.7
narP	2,2.2,2.2.2
narP	3,3.1,3.1.2,3.1.2.2
narP	3,3.1,3.1.2,3.1.2.3
narP	3,3.1,3.1.2,3.1.2.4,3.1.2.4.3
narP	3,3.3,3.3.2
narQ	1,1.3,1.3.7
narQ	2,2.3,2.3.3
narQ	3,3.1,3.1.2,3.1.2.4,3.1.2.4.3
narQ	3,3.1,3.1.3,3.1.3.2
narQ	6,6.1
narU	1,1.8,1.8.3
narU	4,4.2,4.2.A
narU	6,6.1
narV	1,1.3,1.3.7
narV	1,1.4,1.4.2
narV	6,6.1
narW	1,1.3,1.3.7
narW	2,2.3,2.3.4
narX	1,1.3,1.3.7
narX	2,2.3,2.3.3
narX	3,3.1,3.1.2,3.1.2.4,3.1.2.4.3
narX	3,3.1,3.1.3,3.1.3.2
narX	6,6.1
narY	1,1.3,1.3.7
narY	1,1.4,1.4.2
narZ	1,1.3,1.3.7
narZ	1,1.4,1.4.2
ndh	1,1.3,1.3.6
ndh	1,1.4,1.4.1
ndk	1,1.5,1.5.2,1.5.2.3
ndk	1,1.7,1.7.33
nei	2,2.1,2.1.4
nemA	1,1.7,1.7.1
nemA	5,5.6,5.6.2
nemR	3,3.1,3.1.2
nepI	4,4.2,4.2.A
nepI	6,6.1
nfeF	5,5.5,5.5.7
nfeR	2,2.2,2.2.2
nfeR	3,3.1,3.1.2
nfi	1,1.2,1.2.2
nfi	2,2.1,2.1.5
nfo	1,1.2,1.2.2
nfo	2,2.1,2.1.5
nfo	5,5.6,5.6.1
nfrA	8,8.1
nfrB	6,6.1
nfrB	8,8.1
nfsB	1,1.7,1.7.1
nfsB	5,5.6,5.6.4
nfuA	1,1.7,1.7.19
nfuA	2,2.3,2.3.4
nhaA	4,4.2,4.2.A
nhaA	5,5.5,5.5.4
nhaA	6,6.1
nhaB	4,4.2,4.2.A
nhaB	5,5.5,5.5.4
nhaB	6,6.1
nhaR	2,2.2,2.2.2
nhaR	3,3.1,3.1.2,3.1.2.2
nhaR	3,3.3,3.3.1
nhaR	5,5.5,5.5.4
nikA	4,4.3,4.3.A,4.3.A.1,4.3.A.1.p
nikB	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
nikB	6,6.1
nikC	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
nikC	6,6.1
nikD	1,1.3,1.3.6
nikD	1,1.3,1.3.7
nikD	4,4.3,4.3.A,4.3.A.1,4.3.A.1.a
nikE	1,1.3,1.3.6
nikE	1,1.3,1.3.7
nikE	4,4.3,4.3.A,4.3.A.1,4.3.A.1.a
nikR	2,2.2,2.2.2
nikR	3,3.1,3.1.2,3.1.2.3
nikR	3,3.3,3.3.1
nimR	2,2.2,2.2.2
nimR	3,3.1,3.1.2
nimT	4,4.2,4.2.A
nimT	6,6.1
ninE	8,8.1
nirB	1,1.3,1.3.7
nirC	1,1.8,1.8.3
nirC	4,4.2,4.2.A
nirC	6,6.1
nirD	1,1.3,1.3.7
nlpA	4
nlpD	5,5.1
nlpE	5,5.6,5.6.2
nlpI	5,5.1
nnr	5,5.6,5.6.2
nohA	8,8.1
nohD	8,8.1
norR	2,2.2,2.2.2
norR	3,3.1,3.1.2,3.1.2.2
norR	5,5.6,5.6.2
norV	1,1.4,1.4.3
norW	1,1.4,1.4.3
norW	5,5.6,5.6.2
npr	2,2.3,2.3.3
nrdA	1,1.7,1.7.33
nrdB	1,1.7,1.7.33
nrdD	1,1.7,1.7.15
nrdE	1,1.7,1.7.33
nrdF	1,1.7,1.7.33
nrdG	2,2.3,2.3.3
nrdG	3,3.1,3.1.3,3.1.3.3
nrdH	1,1.6,1.6.15,1.6.15.2
nrdI	2,2.3,2.3.3
nrdR	3,3.1,3.1.2,3.1.2.3
nrfA	1,1.3,1.3.7
nrfA	1,1.4,1.4.2
nrfA	1,1.6,1.6.15,1.6.15.1
nrfB	1,1.3,1.3.7
nrfB	1,1.4,1.4.2
nrfB	1,1.6,1.6.15,1.6.15.1
nrfC	1,1.3,1.3.7
nrfC	1,1.4,1.4.2
nrfC	6,6.1
nrfD	1,1.3,1.3.7
nrfD	6,6.1
nrfE	1,1.3,1.3.7
nrfE	1,1.6,1.6.15,1.6.15.1
nrfE	2,2.3,2.3.4
nrfE	6,6.1
nrfF	1,1.3,1.3.7
nrfF	1,1.6,1.6.15,1.6.15.1
nrfF	2,2.3,2.3.4
nrfG	1,1.3,1.3.7
nrfG	1,1.6,1.6.15,1.6.15.1
nrfG	2,2.3,2.3.4
nsrR	2,2.2,2.2.2
nsrR	3,3.1,3.1.2,3.1.2.3
nth	2,2.1,2.1.4
nth	5,5.6,5.6.1
nudB	1,1.5,1.5.3,1.5.3.2
nudC	1,1.5,1.5.2
nudE	1
nudF	1
nudF	5,5.6
nudG	2,2.1
nudI	1
nudJ	1
nudL	1,1.5,1.5.3,1.5.3.6,5'phosphate
nuoA	1,1.3,1.3.6
nuoA	1,1.3,1.3.7
nuoA	1,1.4,1.4.1
nuoA	4,4.3,4.3.D
nuoA	6,6.1
nuoB	1,1.3,1.3.6
nuoB	1,1.3,1.3.7
nuoB	1,1.4,1.4.1
nuoB	4,4.3,4.3.D
nuoC	1,1.3,1.3.6
nuoC	1,1.3,1.3.7
nuoC	1,1.4,1.4.1
nuoC	4,4.3,4.3.D
nuoE	1,1.3,1.3.6
nuoE	1,1.3,1.3.7
nuoE	1,1.4,1.4.1
nuoE	4,4.3,4.3.D
nuoF	1,1.3,1.3.6
nuoF	1,1.3,1.3.7
nuoF	1,1.4,1.4.1
nuoF	4,4.3,4.3.D
nuoG	1,1.3,1.3.6
nuoG	1,1.3,1.3.7
nuoG	1,1.4,1.4.1
nuoG	4,4.3,4.3.D
nuoH	1,1.3,1.3.6
nuoH	1,1.3,1.3.7
nuoH	1,1.4,1.4.1
nuoH	4,4.3,4.3.D
nuoH	6,6.1
nuoI	1,1.3,1.3.6
nuoI	1,1.3,1.3.7
nuoI	1,1.4,1.4.1
nuoI	4,4.3,4.3.D
nuoJ	1,1.3,1.3.6
nuoJ	1,1.3,1.3.7
nuoJ	1,1.4,1.4.1
nuoJ	4,4.3,4.3.D
nuoJ	6,6.1
nuoK	1,1.3,1.3.6
nuoK	1,1.3,1.3.7
nuoK	1,1.4,1.4.1
nuoK	4,4.3,4.3.D
nuoK	6,6.1
nuoL	1,1.3,1.3.6
nuoL	1,1.3,1.3.7
nuoL	1,1.4,1.4.1
nuoL	4,4.3,4.3.D
nuoL	6,6.1
nuoM	1,1.3,1.3.6
nuoM	1,1.3,1.3.7
nuoM	1,1.4,1.4.1
nuoM	4,4.3,4.3.D
nuoM	6,6.1
nuoN	1,1.3,1.3.6
nuoN	1,1.3,1.3.7
nuoN	1,1.4,1.4.1
nuoN	4,4.3,4.3.D
nuoN	6,6.1
nupC	1,1.7,1.7.33
nupC	4,4.2,4.2.A
nupC	6,6.1
nupG	1,1.7,1.7.33
nupG	4,4.2,4.2.A
nupG	6,6.1
nupX	4,4.2,4.2.A
nupX	6,6.1
nusA	2,2.2,2.2.2
nusA	3,3.1,3.1.2
nusB	2,2.2,2.2.2
nusG	2,2.2,2.2.2
obgE	3,3.1,3.1.4
obgE	5,5.1
obgE	5,5.2
ogrK	8,8.1
ogt	2,2.1,2.1.2
ogt	3,3.1,3.1.1,3.1.1.2
ohsC	2,2.2,2.2.7
ompA	4,4.1,4.1.B
ompA	6,6.1
ompC	4,4.1,4.1.B
ompF	4,4.1,4.1.B
ompG	4,4.1,4.1.B
ompL	4,4.1,4.1.B
ompN	4,4.1,4.1.B
ompR	2,2.2,2.2.2
ompR	3,3.1,3.1.2,3.1.2.2
ompR	3,3.1,3.1.2,3.1.2.3
ompR	3,3.1,3.1.2,3.1.2.4,3.1.2.4.3
ompR	3,3.3,3.3.1
ompT	1,1.2,1.2.3
ompT	6,6.1
ompT	8,8.1
ompW	4,4.1,4.1.B
ompX	8,8.1
omrA	2,2.2,2.2.4
omrA	2,2.2,2.2.7
omrB	2,2.2,2.2.4
omrB	2,2.2,2.2.7
opgB	1,1.6,1.6.1
opgB	1,1.6,1.6.6
opgB	5,5.5,5.5.1
opgB	6,6.1
opgC	1,1.6,1.6.6
opgC	5,5.5,5.5.1
opgC	6,6.1
opgE	6,6.1
opgG	1,1.6,1.6.6
opgG	5,5.5,5.5.1
opgH	5,5.5,5.5.1
opgH	6,6.1
oppA	2,2.3,2.3.4
oppA	4,4.3,4.3.A,4.3.A.1,4.3.A.1.p
oppB	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
oppB	5,5.10
oppB	6,6.1
oppC	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
oppC	5,5.10
oppC	6,6.1
oppD	4,4.3,4.3.A,4.3.A.1,4.3.A.1.a
oppD	5,5.10
oppF	4,4.3,4.3.A,4.3.A.1,4.3.A.1.a
oppF	5,5.10
orn	2,2.2,2.2.4
ortT	5,5.5,5.5.6
osmB	5,5.5,5.5.1
osmC	5,5.5,5.5.1
osmE	3,3.3,3.3.1
osmE	5,5.5,5.5.1
osmF	4,4.3,4.3.A,4.3.A.1,4.3.A.1.p
osmY	5,5.5,5.5.1
otsA	1,1.7,1.7.9
otsA	5,5.5,5.5.1
otsA	5,5.5,5.5.2
otsB	1,1.7,1.7.9
otsB	5,5.5,5.5.1
oxyR	2,2.2,2.2.2
oxyR	3,3.1,3.1.2,3.1.2.2
oxyR	3,3.1,3.1.2,3.1.2.3
oxyR	3,3.3,3.3.2
oxyR	5,5.5,5.5.6
oxyS	2,2.2,2.2.7
oxyS	2,2.3,2.3.2
oxyS	3,3.1,3.1.3,3.1.3.1
oxyS	3,3.1,3.1.3,3.1.3.6
oxyS	5,5.5,5.5.6
oxyS	5,5.6
paaA	1,1.1,1.1.1
paaB	1,1.1,1.1.1
paaC	1,1.1,1.1.1
paaD	1,1.1,1.1.1
paaE	1,1.1,1.1.1
paaF	1,1.1,1.1.1
paaG	1,1.1,1.1.1
paaH	1,1.1,1.1.1
paaI	1
paaJ	1,1.1,1.1.1
paaK	1,1.1,1.1.1
paaX	1,1.1,1.1.1
paaX	2,2.2,2.2.2
paaX	3,3.1,3.1.2,3.1.2.3
paaY	1,1.1,1.1.1
paaZ	1,1.1,1.1.1
pabA	1,1.5,1.5.3,1.5.3.2
pabB	1,1.5,1.5.3,1.5.3.2
pabC	1,1.5,1.5.3,1.5.3.2
pagP	1,1.6,1.6.3,1.6.3.3
pal	8,8.1
panB	1,1.5,1.5.3,1.5.3.5
panC	1,1.5,1.5.3,1.5.3.5
panD	1,1.5,1.5.3,1.5.3.5
panE	1,1.5,1.5.3,1.5.3.5
panF	1,1.5,1.5.3,1.5.3.5
panF	4,4.2,4.2.A
panF	6,6.1
panZ	1,1.5,1.5.3
paoA	5,5.6,5.6.2
paoB	5,5.6,5.6.2
paoC	5,5.6,5.6.2
paoD	2,2.3,2.3.4
parC	2,2.1,2.1.1
parE	2,2.1,2.1.1
patA	1,1.8,1.8.3
patD	1,1.8,1.8.3
patZ	2,2.3,2.3.3
patZ	3,3.1,3.1.3,3.1.3.2
pbpC	1,1.6,1.6.7
pbpC	6,6.2
pbpG	1,1.6,1.6.7
pbpG	5,5.1
pbpG	5,5.6,5.6.4
pbpG	6,6.2
pck	1,1.7
pcm	2,2.3,2.3.4
pcnB	2,2.2,2.2.3
pdeF	5,5.5
pdeH	3
pdeH	5,5.3
pdeL	3
pdeR	2,2.2,2.2.2
pdeR	5,5.5
pdhR	1,1.3,1.3.1
pdhR	2,2.2,2.2.2
pdhR	3,3.1,3.1.2,3.1.2.2
pdhR	3,3.1,3.1.2,3.1.2.3
pdhR	3,3.3,3.3.1
pdxA	1,1.5,1.5.3,1.5.3.6,5'phosphate
pdxB	1,1.5,1.5.3,1.5.3.6,5'phosphate
pdxH	1,1.5,1.5.3,1.5.3.6,5'phosphate
pdxH	1,1.7,1.7.27
pdxJ	1,1.5,1.5.3,1.5.3.6,5'phosphate
pdxK	1,1.7,1.7.27
pdxY	1,1.7,1.7.27
pepA	1,1.2,1.2.3
pepA	2,2.1,2.1.3
pepA	2,2.2,2.2.2
pepA	2,2.3,2.3.6
pepB	1,1.2,1.2.3
pepB	2,2.3,2.3.6
pepD	1,1.2,1.2.3
pepD	2,2.3,2.3.6
pepE	1,1.2,1.2.3
pepE	2,2.3,2.3.6
pepN	1,1.2,1.2.3
pepN	2,2.3,2.3.6
pepP	1,1.2,1.2.3
pepP	2,2.3,2.3.6
pepQ	1,1.2,1.2.3
pepQ	2,2.3,2.3.6
pepT	1,1.2,1.2.3
pepT	2,2.3,2.3.6
perR	8,8.1
pfkA	1,1.1,1.1.1
pfkB	1,1.1,1.1.1
pflA	1,1.3,1.3.7
pflA	2,2.3,2.3.3
pflA	3,3.1,3.1.3,3.1.3.3
pflB	1,1.3,1.3.5
pflC	1,1.3,1.3.7
pflC	2,2.3,2.3.3
pflC	3,3.1,3.1.3,3.1.3.3
pflD	1,1.3,1.3.7
pgaA	4,4.1,4.1.B
pgaB	1,1.6
pgaC	1,1.6
pgaD	1,1.6
pgi	1,1.3,1.3.1
pgi	1,1.7
pgk	1,1.3,1.3.1
pgk	1,1.7
pgl	1,1.3,1.3.2
pgm	1,1.1,1.1.1
pgm	1,1.7,1.7.9
pgpA	1,1.6,1.6.1
pgpA	6,6.1
pgpB	1,1.6,1.6.1
pgpB	1,1.6,1.6.7
pgpB	6,6.1
pgpC	1,1.6,1.6.1
pgpC	6,6.1
pgrR	2,2.2,2.2.2
pgrR	3,3.1,3.1.2,3.1.2.2
pgrR	3,3.1,3.1.2,3.1.2.3
pgsA	1,1.6,1.6.1
pgsA	6,6.1
pheA	1,1.5,1.5.1,1.5.1.13
pheA	1,1.5,1.5.1,1.5.1.14
pheL	1,1.5,1.5.1,1.5.1.13
pheM	2,2.3,2.3.1
pheP	1,1.1,1.1.3
pheP	1,1.5,1.5.1,1.5.1.13
pheP	4,4.2,4.2.A
pheP	6,6.1
pheS	2,2.3,2.3.1
pheT	2,2.3,2.3.1
pheU	2,2.2,2.2.5
pheV	2,2.2,2.2.5
phnC	4,4.3,4.3.A,4.3.A.1,4.3.A.1.a
phnC	5,5.5,5.5.3
phnD	4,4.3,4.3.A,4.3.A.1,4.3.A.1.p
phnF	1,1.8,1.8.1
phnF	2,2.2,2.2.2
phnF	3,3.1,3.1.2,3.1.2.3
phnG	1,1.8,1.8.1
phnH	1,1.8,1.8.1
phnI	1,1.8,1.8.1
phnJ	1,1.8,1.8.1
phnK	1,1.8,1.8.1
phnL	1,1.8,1.8.1
phnM	1,1.8,1.8.1
phnM	6,6.1
phnN	1,1.8,1.8.1
phnO	1,1.8,1.8.3
phnO	2,2.3,2.3.3
phnO	3,3.1,3.1.3,3.1.3.2
phnP	1,1.8,1.8.1
phoA	1,1.8,1.8.1
phoB	1,1.8,1.8.1
phoB	2,2.2,2.2.2
phoB	3,3.1,3.1.2,3.1.2.2
phoB	3,3.1,3.1.2,3.1.2.3
phoB	3,3.1,3.1.2,3.1.2.4,3.1.2.4.3
phoB	3,3.3,3.3.2
phoE	4,4.1,4.1.B
phoH	3,3.1,3.1.2,3.1.2.4,3.1.2.4.2
phoH	5,5.5,5.5.3
phoP	2,2.2,2.2.2
phoP	3,3.1,3.1.2,3.1.2.2
phoP	3,3.1,3.1.2,3.1.2.3
phoP	3,3.1,3.1.2,3.1.2.4,3.1.2.4.3
phoP	3,3.3,3.3.1
phoQ	2,2.3,2.3.3
phoQ	3,3.1,3.1.2,3.1.2.4,3.1.2.4.3
phoQ	3,3.1,3.1.3,3.1.3.2
phoQ	6,6.1
phoR	1,1.8,1.8.1
phoR	2,2.3,2.3.3
phoR	3,3.1,3.1.2,3.1.2.4,3.1.2.4.3
phoR	3,3.1,3.1.3,3.1.3.2
phoR	6,6.1
phoU	1,1.8,1.8.1
phoU	3,3.1,3.1.4
phr	2,2.1,2.1.4
pinE	8,8.1
pinQ	8,8.1
pinR	8,8.1
pinR	8,8.3
pitA	1,1.8,1.8.1
pitA	4,4.2,4.2.A
pitA	6,6.1
pitB	1,1.8,1.8.1
pitB	4,4.2,4.2.A
pitB	6,6.1
plaP	4,4.2,4.2.A
plaP	6,6.1
pldA	1,1.8,1.8.1
pldB	1,1.8
pliG	5,5.6
plsB	1,1.5,1.5.4
plsB	1,1.6,1.6.1
plsB	6,6.1
plsC	1,1.5,1.5.4
plsC	1,1.6,1.6.1
plsC	6,6.1
plsX	1,1.6,1.6.1
plsY	1,1.6,1.6.1
pmbA	2,2.3,2.3.4
pmbA	5,5.6,5.6.3
pmrD	5,5.6,5.6.4
pncA	1,1.5,1.5.3,1.5.3.7
pncB	1,1.5,1.5.3,1.5.3.7
pncC	1,1.5,1.5.3,1.5.3.7
pnp	1,1.2,1.2.1
pnp	2,2.2,2.2.4
pntA	1,1.7,1.7.1
pntA	4,4.9.A
pntA	6,6.1
pntB	1,1.7,1.7.1
pntB	4,4.9.A
pntB	6,6.1
pnuC	1,1.7,1.7.33
pnuC	4,4.9.A
pnuC	6,6.1
polA	2,2.1,2.1.1
polB	2,2.1,2.1.1
polB	2,2.1,2.1.4
polB	5,5.6,5.6.1
polB	5,5.8
potA	1,1.1,1.1.4
potA	4,4.3,4.3.A,4.3.A.1,4.3.A.1.a
potB	1,1.1,1.1.4
potB	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
potB	6,6.1
potC	1,1.1,1.1.4
potC	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
potC	6,6.1
potD	1,1.1,1.1.4
potD	4,4.3,4.3.A,4.3.A.1,4.3.A.1.p
potE	1,1.1,1.1.4
potE	4,4.2,4.2.A
potE	6,6.1
potF	1,1.1,1.1.4
potF	4,4.3,4.3.A,4.3.A.1,4.3.A.1.p
potG	1,1.1,1.1.4
potG	4,4.3,4.3.A,4.3.A.1,4.3.A.1.a
potH	1,1.1,1.1.4
potH	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
potH	6,6.1
potI	1,1.1,1.1.4
potI	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
potI	6,6.1
poxB	1,1.1,1.1.1
poxB	1,1.4,1.4.1
poxB	1,1.7,1.7.28
poxB	6,6.1
ppa	1,1.8,1.8.1
ppc	1,1.3,1.3.4
ppc	1,1.3,1.3.5
ppdA	6,6.5
ppdB	6,6.5
ppdD	6,6.5
pphA	2,2.3,2.3.3
pphA	3,3.1,3.1.3,3.1.3.2
pphA	3,3.1,3.1.3,3.1.3.3
pphA	5,5.5,5.5.2
pphA	5,5.5,5.5.6
pphB	2,2.3,2.3.3
pphB	3,3.1,3.1.3,3.1.3.2
pphB	3,3.1,3.1.3,3.1.3.3
pphB	5,5.5,5.5.6
pphC	2,2.3,2.3.3
ppiA	2,2.3,2.3.4
ppiB	2,2.3,2.3.4
ppiC	2,2.3,2.3.4
ppiD	2,2.3,2.3.4
ppiD	5,5.5,5.5.2
ppiD	5,5.5,5.5.6
ppiD	6,6.1
ppk	1,1.8,1.8.1
ppnN	1,1.7,1.7.10
pppA	2,2.3,2.3.5
ppsA	1,1.7
ppsR	2,2.3,2.3.3
ppsR	3,3.1,3.1.3,3.1.3.2
pptA	1
ppx	1,1.8,1.8.1
pqiA	4
pqiA	6,6.1
pqiB	4
pqiB	6,6.1
pqiC	4
pqiC	6,6.1
prc	1,1.2,1.2.3
prc	1,1.6,1.6.7
prc	2,2.3,2.3.6
prc	5,5.6,5.6.4
prc	6,6.2
preA	1
preT	1
prfA	2,2.3,2.3.2
prfB	2,2.3,2.3.2
prfC	2,2.3,2.3.2
priA	2,2.1,2.1.1
priB	2,2.1,2.1.1
priC	2,2.1,2.1.1
prlC	1,1.2,1.2.3
prlC	2,2.3,2.3.6
prlC	5,5.1
prlF	5,5.1
prmA	2,2.3,2.3.3
prmA	2,2.3,2.3.8
prmB	2,2.3,2.3.3
prmC	2,2.3,2.3.3
proA	1,1.5,1.5.1,1.5.1.4
proB	1,1.5,1.5.1,1.5.1.4
proC	1,1.5,1.5.1,1.5.1.4
proK	2,2.2,2.2.5
proL	2,2.2,2.2.5
proM	2,2.2,2.2.5
proP	4,4.2,4.2.A
proP	5,5.5,5.5.1
proP	6,6.1
proQ	3,3.1,3.1.3
proQ	5,5.5,5.5.1
proS	2,2.3,2.3.1
proV	4,4.3,4.3.A,4.3.A.1,4.3.A.1.a
proV	5,5.5,5.5.1
proW	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
proW	5,5.5,5.5.1
proW	6,6.1
proX	4,4.3,4.3.A,4.3.A.1,4.3.A.1.p
proX	5,5.5,5.5.1
proY	4
prpB	1,1.1,1.1.1
prpB	1,1.1,1.1.2
prpC	1,1.1,1.1.1
prpC	1,1.1,1.1.2
prpD	1,1.1,1.1.1
prpD	1,1.1,1.1.2
prpE	1,1.1,1.1.2
prpR	1,1.1,1.1.2
prpR	2,2.2,2.2.2
prpR	3,3.1,3.1.2,3.1.2.2
prpR	3,3.1,3.1.2,3.1.2.3
prpR	3,3.3,3.3.1
prs	1,1.5,1.5.2,1.5.2.3
psd	1,1.6,1.6.1
psd	6,6.1
psiF	1,1.8,1.8.1
psiF	5,5.5,5.5.3
pspA	3,3.1,3.1.3,3.1.3.3
pspA	3,3.3,3.3.1
pspA	8,8.1
pspB	3,3.3,3.3.1
pspB	8,8.1
pspC	3,3.3,3.3.1
pspC	8,8.1
pspD	8,8.1
pspF	2,2.2,2.2.2
pspF	3,3.1,3.1.2,3.1.2.2
pspF	3,3.1,3.1.2,3.1.2.3
pspF	3,3.3,3.3.1
pspF	8,8.1
pspG	5,5.10
pspH	3,3.1,3.1.3
pssA	1,1.6,1.6.1
pssA	6,6.1
pstA	1,1.8,1.8.1
pstA	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
pstA	6,6.1
pstB	1,1.8,1.8.1
pstB	4,4.3,4.3.A,4.3.A.1,4.3.A.1.a
pstC	1,1.8,1.8.1
pstC	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
pstC	6,6.1
pstS	1,1.8,1.8.1
pstS	4,4.3,4.3.A,4.3.A.1,4.3.A.1.p
psuG	1,1.2
psuK	1,1.5,1.5.2,1.5.2.2
psuT	4,4.2,4.2.A
psuT	6,6.1
pta	1,1.1,1.1.1
pta	1,1.1,1.1.3
pta	1,1.7,1.7.28
pta	1,1.7,1.7.29
pta	1,1.7,1.7.30
pth	2,2.3,2.3.2
ptrA	1,1.2,1.2.3
ptrA	2,2.3,2.3.6
ptrB	1,1.2,1.2.3
ptrB	2,2.3,2.3.6
ptsA	1,1.1,1.1.1
ptsA	4,4.4,4.4.A
ptsA	4,4.8.A
ptsG	1,1.1,1.1.1
ptsG	2,2.3,2.3.3
ptsG	3,3.1,3.1.3,3.1.3.2
ptsG	4,4.4,4.4.A
ptsG	6,6.1
ptsH	1,1.1,1.1.1
ptsH	3,3.1,3.1.3,3.1.3.3
ptsH	4,4.8.A
ptsI	1,1.1,1.1.1
ptsI	4,4.8.A
ptsN	3,3.1,3.1.3,3.1.3.3
ptsP	1,1.8,1.8.3
purA	1,1.5,1.5.2,1.5.2.1
purA	1,1.7,1.7.33
purB	1,1.5,1.5.2,1.5.2.1
purC	1,1.5,1.5.2,1.5.2.1
purD	1,1.5,1.5.2,1.5.2.1
purE	1,1.5,1.5.2,1.5.2.1
purF	1,1.5,1.5.2,1.5.2.1
purH	1,1.5,1.5.2,1.5.2.1
purH	1,1.7,1.7.33
purK	1,1.5,1.5.2,1.5.2.1
purL	1,1.5,1.5.2,1.5.2.1
purM	1,1.5,1.5.2,1.5.2.1
purN	1,1.5,1.5.2,1.5.2.1
purR	1,1.1,1.1.3
purR	1,1.5,1.5.1,1.5.1.16
purR	1,1.5,1.5.2,1.5.2.1
purR	1,1.5,1.5.2,1.5.2.2
purR	1,1.5,1.5.3,1.5.3.11
purR	1,1.7,1.7.14
purR	1,1.7,1.7.17
purR	1,1.7,1.7.33
purR	1,1.8,1.8.3
purR	2,2.2,2.2.2
purR	3
purR	3,3.1,3.1.2,3.1.2.3
purR	3,3.3,3.3.2
purR	8,8.4
purT	1,1.5,1.5.2,1.5.2.1
purU	1,1.5,1.5.2,1.5.2.3
purU	1,1.7,1.7.17
putA	1,1.1,1.1.3
putA	1,1.4,1.4.1
putA	2,2.2,2.2.2
putA	3,3.1,3.1.2,3.1.2.3
putP	4,4.2,4.2.A
putP	6,6.1
puuA	1,1.1,1.1.4
puuB	1,1.1,1.1.4
puuC	1,1.1,1.1.4
puuD	1,1.1,1.1.4
puuE	1,1.1,1.1.4
puuP	4,4.2,4.2.A
puuP	6,6.1
puuR	3,3.1,3.1.2
pxpA	5,5.6,5.6.2
pxpB	5,5.6,5.6.2
pxpC	5,5.6,5.6.2
pykA	1,1.3,1.3.1
pykA	1,1.3,1.3.5
pykF	1,1.3,1.3.1
pykF	1,1.3,1.3.5
pyrB	1,1.5,1.5.2,1.5.2.4
